0, 'E01-B_EG01-3_BEAM_18', 11.029256, [0.56716867297696694, 372.50736451922069, 28.287339730686554, -0.011811386341610476], [-9.1238885005014075e-09, 3.2355793370863007e-06, -0.00036739239695052391, 0.015456781873927985, -0.038082918475981595], 0.0068671769276161974, 3530.142235028477, -2642.8515163278248, 2078.5645874390816, 1388.6436985492685, 1.780056558021303, 0.12066910920822149, 2, 1, 0.43477142, 0.067789480432215221, -1.1578266529688439, 30.423997666666665
1, 'E01-G_EG01-2_BEAM_17', -20.643621, [2.3064875071961914, 497.98806276383914, 0.61101656498047963, -0.044675607070487143], [1.3642459889249289e-09, -2.5226695202157443e-07, 1.4058975018062334e-05, -0.0012165712645351018, -0.013012884471937672], 0.0020270138783884399, 1010.2086536701119, -2558.6208712877669, 917.43252542244295, 1543.9285703065354, 0.19829158042709613, 0.057269503978409547, 0, 1, 0.42249042, -0.28881460249123009, 0.32663286952141934, 30.423997666666665
2, 'E01-R_EG01-0_BEAM_17', -0.98378754, [0.7966583464349144, 495.10203790574752, 5.674085808445831, -0.011318772359662745], [9.8400633446999985e-10, -1.0988403781352766e-06, 0.00028446182826602858, -0.021373647978278384, 0.30598229151640255], 0.002247482755482593, -3592.3002813728535, 35.248580218467872, 1891.919643530106, 33.665109785559792, 0.24608651710327226, 0.14970376332885535, 1, 1, 0.40851763, -0.60833793371146339, 1.3279721063179615, 30.423997666666665
3, 'E01-Y_EG01-1_BEAM_18', -0.81172037, [1.5729299152396168, 258.50918639771459, 10.841813339216273, -0.03703737908150586], [1.3478748125551217e-08, -4.6240856162488733e-06, 0.00040879429573516051, -0.0033540743437305812, 0.035289243776859824], 0.0073070021152268983, 117.1357842224723, -1759.4523128163576, 1062.3849248263207, 710.93127281559873, 0.74936979640682932, 0.39158621894126777, 1, 2, 0.41462505, 0.52255404583810772, 0.44546464062779384, 30.423997666666665
4, 'E02-B_EG01-7_BEAM_19', 308.87878, [19.694132582380075, 259.71690062523157, 14.799453089228448, -0.00263558745003676], [2.3687809167648178e-07, -7.8300963561460566e-05, 0.006803213397247947, -0.052250572214974776, -0.1233842332617965], 1.5096221801511003, 72.563145835084356, 25.394900762497173, 8.6758889031432282, 0.372065785057134, 10.332829957392018, 7.5567431680743891, 1, 2, 0.46190041, 0.73133335196988891, 6.3955084744906268, 30.423997666666665
5, 'E02-G_EG01-6_BEAM_18', 228.13092, [17.132403568476146, 259.15146290876737, -12.972109994308104, -0.016448855970988809], [2.1432087815739385e-07, -7.8666672102606732e-05, 0.0083606553933803854, -0.2078166637231193, 1.6029177615662829], 0.38328250514463841, 97.238224624124371, 25.450349813212895, 19.50550205911583, 0.45966288553299656, 7.71830090731323, 7.0546127688089753, 1, 2, 0.44181034, 0.91401110860093593, 5.4551769000115193, 30.423997666666665
6, 'E02-R_EG01-4_BEAM_18', 224.7782, [18.437528500926476, 258.90928474809328, 11.721552941561175, -0.010259871837831801], [1.8135302138055223e-07, -7.0638613303426149e-05, 0.0080616655006907866, -0.22595975391171705, 1.3807831502123218], 0.47780734114489676, 101.46121075246778, 25.354221696791186, 15.756820969117214, 0.38590884827143662, 7.6063079439237526, 7.254971205639535, 1, 2, 0.44313908, 0.95380981931386555, 5.2349653622055525, 30.423997666666665
7, 'E02-Y_EG01-5_BEAM_18', 276.64713, [21.07207430440431, 258.58894347393232, 12.500831406615401, -0.0072884522346660955], [2.355789782651505e-07, -8.0841609483581979e-05, 0.0076688359260215881, -0.12559141393225681, 0.65314864702071262], 0.57442786025445447, 83.502855176175473, 25.331583402849578, 26.669781723902233, 0.39295626193508276, 9.2713356089519454, 6.5678215331787806, 1, 2, 0.46082711, 0.7084007968428212, 5.9288771939706804, 30.423997666666665
8, 'E03-B_EG01-11_BEAM_18', 125.77959, [9.4838630067206005, 258.34630729695806, 12.846807172316591, -0.0076217426236987931], [1.476415811367511e-07, -5.0291361477453225e-05, 0.0049971823072147755, -0.12622869607783543, 1.3300595665203492], 0.033384517570799147, 81.595871797928694, 25.288745250729818, 17.009393674956971, 0.42250184257855233, 3.7339023654181673, 3.6326937728060713, 1, 2, 0.4381164, 0.97289468692340553, 3.7604461399599294, 30.423997666666665
9, 'E03-G_EG01-10_BEAM_18', 125.01229, [11.853659468936232, 257.9934288200771, 10.627805496157524, -0.017729100582873965], [1.3189363943510194e-07, -4.7726280159951224e-05, 0.0049824128894975757, -0.11875044967390663, 0.59122912050877496], 0.06896618743759951, 88.345904156824332, 25.27206353972694, 18.100664026466028, 0.38758666493370902, 4.2656513910456857, 4.2553503217531405, 1, 2, 0.43075126, 0.99758511224940494, -0.28759559111655086, 30.423997666666665
10, 'E03-R_EG01-8_BEAM_17', 245.95325, [18.316847309837733, 258.43670182986619, 11.494646347510262, 0.042678599019109718], [2.2282627637233012e-07, -8.3622337714315951e-05, 0.0091941738112215569, -0.25229226123023141, 1.6521555375450478], 0.48256045219587757, 87.341185627865798, 25.309700263308574, 15.86660943338255, 0.35081174455947045, 7.5639691837334428, 7.5181298449671985, 1, 2, 0.41963857, 0.99393977716556237, 7.5809957072595413, 30.423997666666665
11, 'E03-Y_EG01-9_BEAM_18', 321.44354, [23.728527314509215, 258.31206123834897, 12.385950695295836, 0.01683639021561454], [3.2411637800256573e-07, -0.00010768966209188866, 0.0097679594165333075, -0.13997220252647788, 0.19340680236562066], 0.94921138517763504, 77.602512912615722, 25.147419104312625, 16.592364850861109, 0.46583306876287517, 10.209400377719218, 9.8945661622157992, 1, 2, 0.42639372, 0.96916232062065988, 10.562516420311635, 30.423997666666665
